ts,username,platform,ms_played,conn_country,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode,year,genre
2014-01-01 16:04:14+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),5015,DE,Around the World,Daft Punk,Homework,spotify:track:1pKYYY0dkg23sQQXi0Q5zN,popup,popup,False,True,False,0.0,False,2014,"french house, electronic, electro"
2014-01-01 16:04:18+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),4099,DE,Clint Eastwood,Gorillaz,Gorillaz,spotify:track:1RKUoGiLEbcXN4GY4spQDx,popup,popup,False,True,False,0.0,False,2014,
2014-01-01 16:04:33+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),4036,DE,Fürstenfeld,S.T.S,STS-Best Of,spotify:track:6D1AH3MWonMjlaenx7TJ2s,popup,popup,False,True,False,0.0,False,2014,"schlager, neue deutsche welle, schlagerparty"
2014-01-01 16:11:20+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),193466,DE,In Da Club,50 Cent,Get Rich Or Die Tryin',spotify:track:09OO7Q2aOnwUA1as7cgiaP,popup,trackdone,False,False,False,0.0,False,2014,east coast hip hop
2014-01-01 16:15:10+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),230000,DE,Low (feat. T-Pain),Flo Rida,Low (feat. T-Pain),spotify:track:7jOuIhMrkiKj7bvYhRqaym,trackdone,trackdone,False,False,False,0.0,False,2014,
2014-01-01 16:25:11+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),198813,DE,Toxic,Britney Spears,Greatest Hits: My Prerogative,spotify:track:717TY4sfgKQm4kFbYQIzgo,trackdone,trackdone,False,False,False,0.0,False,2014,pop
2014-01-01 16:34:18+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),48343,DE,Bla Bla Bla,Gigi D'Agostino,Ultimate Workout Volume 1: Electronic & Dance,spotify:track:5YuJhe1jfUYb8b3jf2IZM0,trackdone,popup,False,True,False,0.0,False,2014,"eurodance, italo dance"
2014-01-01 16:37:37+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),199786,DE,Along Comes Mary,Bloodhound Gang,Show Us Your Hits,spotify:track:6vH412VH9iJcG3P9W7i168,popup,trackdone,False,False,False,0.0,False,2014,
2014-01-01 16:41:17+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),219013,DE,Oh Jonny,Jan Delay,Wir Kinder vom Bahnhof Soul,spotify:track:1IivtUqnUfW9jH3pM08D8U,trackdone,trackdone,False,False,False,0.0,False,2014,"german pop, german hip hop"
2014-01-01 16:45:13+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),235613,DE,Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),spotify:track:1CmUZGtH29Kx36C1Hleqlz,trackdone,trackdone,False,False,False,0.0,False,2014,
2014-01-01 16:49:33+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),259506,DE,The Bad Touch,Bloodhound Gang,Nu Rock,spotify:track:2qONptRzQM0D3BGOgAsapI,trackdone,trackdone,False,False,False,0.0,False,2014,
2014-01-01 16:52:25+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),171973,DE,Foxtrot Uniform Charlie Kilo,Bloodhound Gang,Hefty Fine,spotify:track:0dDsidf8CCHF9WAUhxuXy4,trackdone,trackdone,False,False,False,0.0,False,2014,
2014-01-01 18:09:12+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),211705,DE,Uhn Tiss Uhn Tiss Uhn Tiss,Bloodhound Gang,Hefty Fine,spotify:track:20fsMzJXc3jLllP8HNwidN,trackdone,popup,False,True,False,0.0,False,2014,
2014-01-01 18:09:21+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),9159,DE,Smooth Criminal,Alien Ant Farm,The Ultimate Workout Collection: Blood Sweat And Tears,spotify:track:6wrdOEEUufGoGshPplymxS,popup,popup,False,True,False,0.0,False,2014,"nu metal, alternative metal"
2014-01-01 18:09:32+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),11352,DE,Emanuela,Fettes Brot,Am Wasser gebaut,spotify:track:3yZySGI7T6Zt5nAd385noE,popup,popup,False,True,False,0.0,False,2014,"german pop, german hip hop"
2014-01-01 18:13:16+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),221906,DE,Maria (I Like It Loud) - Radio Edit,Scooter,Five Essentials,spotify:track:7tPASlPpOKczP1J8Iti9Ev,popup,trackdone,False,False,False,0.0,False,2014,"happy hardcore, eurodance"
2014-01-01 18:13:40+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),24531,DE,Bad Girlfriend,Theory of a Deadman,Scars & Souvenirs,spotify:track:5ynWvN3bQymHVThxutO4hG,trackdone,popup,False,True,False,0.0,False,2014,"post-grunge, alternative metal"
2014-01-01 18:13:44+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),4358,DE,Self Esteem,The Offspring,Smash,spotify:track:6qpN7PrkVsP3N3xO7WlCaw,popup,popup,False,True,False,0.0,False,2014,"punk, skate punk"
2014-01-01 18:13:45+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),882,DE,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,Jennifer Lopez,Jenny From The Block,spotify:track:1WXbcSSLGVBVHIcupGD8sc,popup,popup,False,True,False,0.0,False,2014,
2014-01-01 18:17:10+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),11264,DE,Pretty Fly (For a White Guy),The Offspring,Americana,spotify:track:15HadeuRG9THazDGzLH8ZU,popup,popup,False,True,False,0.0,False,2014,"punk, skate punk"
2014-01-01 18:17:24+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),14284,DE,Electric Feel,MGMT,Oracular Spectacular,spotify:track:3FtYbEfBqAlGO46NUDQSAt,popup,popup,False,True,False,0.0,False,2014,indie
2014-01-01 18:17:31+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),7653,DE,Are You Gonna Go My Way,Lenny Kravitz,Are You Gonna Go My Way,spotify:track:45Ia1U4KtIjAPPU7Wv1Sea,popup,popup,False,True,False,0.0,False,2014,
2014-01-01 18:17:42+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),6497,DE,"Right Here, Right Now",Fatboy Slim,You've Come a Long Way Baby (10th Anniversary Edition),spotify:track:5kL3fvZKJ5Ua5pSqg2dkZv,popup,popup,False,True,False,0.0,False,2014,big beat
2014-01-01 18:17:52+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),8396,DE,Griechischer Wein,Udo Jürgens,Zeig mir den Platz an der Sonne,spotify:track:452WSSzuklpg0w4RKTlkvn,popup,popup,False,True,False,0.0,False,2014,"schlager, schlagerparty, neue deutsche welle"
2014-01-01 18:18:15+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),20804,DE,Windowlicker,Aphex Twin,Windowlicker,spotify:track:60Pe9j2pCBa4Zp4ztf5nhd,popup,popup,False,True,False,0.0,False,2014,"idm, ambient, electronica"
2014-01-01 18:18:32+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),15553,DE,Kids,MGMT,Oracular Spectacular,spotify:track:1jJci4qxiYcOHhQR247rEU,popup,popup,False,True,False,0.0,False,2014,indie
2014-01-01 18:18:43+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),12031,DE,The Kids Aren't Alright,The Offspring,Americana,spotify:track:4sQJXbtxwoKHG7PwMRJ0Ig,popup,popup,False,True,False,0.0,False,2014,"punk, skate punk"
2014-01-01 18:19:42+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),59349,DE,Fly Away,Lenny Kravitz,Greatest Hits,spotify:track:0n0eMsX7WgEtc7dlscbuKU,popup,popup,False,True,False,0.0,False,2014,
2014-01-01 18:19:49+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),7848,DE,Illegale Fans,Deichkind,Befehl von ganz unten,spotify:track:5zFlCKbClzDO2zxrVhyDvc,popup,popup,False,True,False,0.0,False,2014,"german pop, german hip hop"
2014-01-01 18:19:53+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),3250,DE,In Da Club,50 Cent,Get Rich Or Die Tryin',spotify:track:09OO7Q2aOnwUA1as7cgiaP,popup,popup,False,True,False,0.0,False,2014,east coast hip hop
2014-01-01 18:20:01+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),8985,DE,Berzerk,Eminem,The Marshall Mathers LP2,spotify:track:06aw4JI5nYa8XBeBKVrltZ,popup,popup,False,True,False,0.0,False,2014,"rap, hip hop"
2014-01-01 18:20:07+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),6118,DE,Digital Love,Daft Punk,Discovery,spotify:track:2VEZx7NWsZ1D0eJ4uv5Fym,popup,popup,False,True,False,0.0,False,2014,"french house, electronic, electro"
2014-01-01 18:21:36+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),89448,DE,Along Comes Mary,Bloodhound Gang,Show Us Your Hits,spotify:track:6vH412VH9iJcG3P9W7i168,popup,popup,False,True,False,0.0,False,2014,
2014-01-01 18:21:38+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),3157,DE,The Bad Touch,Bloodhound Gang,Nu Rock,spotify:track:2qONptRzQM0D3BGOgAsapI,popup,popup,False,True,False,0.0,False,2014,
2014-01-01 18:25:14+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),216672,DE,Uhn Tiss Uhn Tiss Uhn Tiss,Bloodhound Gang,Hefty Fine,spotify:track:20fsMzJXc3jLllP8HNwidN,popup,trackdone,False,False,False,0.0,False,2014,
2014-01-01 18:28:44+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),209266,DE,Smooth Criminal,Alien Ant Farm,The Ultimate Workout Collection: Blood Sweat And Tears,spotify:track:6wrdOEEUufGoGshPplymxS,trackdone,trackdone,False,False,False,0.0,False,2014,"nu metal, alternative metal"
2014-01-01 18:29:34+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),50215,DE,SoLaLa,Blumentopf,Wir,spotify:track:4NjEKuj6iXayWl7S3FmjY7,trackdone,popup,False,True,False,0.0,False,2014,german hip hop
2014-01-01 18:36:51+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),436696,DE,Maria (I Like It Loud) - Radio Edit,Scooter,Five Essentials,spotify:track:7tPASlPpOKczP1J8Iti9Ev,popup,trackdone,False,False,False,0.0,False,2014,"happy hardcore, eurodance"
2014-01-01 18:43:23+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),3900,DE,Bad Girlfriend,Theory of a Deadman,Scars & Souvenirs,spotify:track:5ynWvN3bQymHVThxutO4hG,trackdone,popup,False,True,False,0.0,False,2014,"post-grunge, alternative metal"
2014-01-01 18:43:25+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),2600,DE,Are You Gonna Go My Way,Lenny Kravitz,Are You Gonna Go My Way,spotify:track:45Ia1U4KtIjAPPU7Wv1Sea,popup,popup,False,True,False,0.0,False,2014,
2014-01-01 18:43:27+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),3065,DE,Fly Away,Lenny Kravitz,Greatest Hits,spotify:track:0n0eMsX7WgEtc7dlscbuKU,popup,popup,False,True,False,0.0,False,2014,
2014-01-01 18:43:30+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),3204,DE,Bück dich hoch,Deichkind,Bück dich hoch,spotify:track:2zcZZTw3p9J4eU1prdfXec,popup,popup,False,True,False,0.0,False,2014,"german pop, german hip hop"
2014-01-01 18:47:26+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),235613,DE,Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),spotify:track:1CmUZGtH29Kx36C1Hleqlz,popup,trackdone,False,False,False,0.0,False,2014,
2014-01-01 18:51:46+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),259506,DE,The Bad Touch,Bloodhound Gang,Nu Rock,spotify:track:2qONptRzQM0D3BGOgAsapI,trackdone,trackdone,False,False,False,0.0,False,2014,
2014-01-01 19:09:35+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),149977,DE,Foxtrot Uniform Charlie Kilo,Bloodhound Gang,Hefty Fine,spotify:track:0dDsidf8CCHF9WAUhxuXy4,trackdone,popup,False,True,False,0.0,False,2014,
2014-01-01 21:08:00+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),185158,DE,Smooth Criminal,Alien Ant Farm,The Ultimate Workout Collection: Blood Sweat And Tears,spotify:track:6wrdOEEUufGoGshPplymxS,popup,popup,False,True,False,0.0,False,2014,"nu metal, alternative metal"
2014-01-01 21:13:02+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),302840,DE,Kids,MGMT,Oracular Spectacular,spotify:track:1jJci4qxiYcOHhQR247rEU,popup,trackdone,False,False,False,0.0,False,2014,indie
2014-01-01 23:35:00+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),11142,DE,Time to Pretend,MGMT,Oracular Spectacular,spotify:track:4iG2gAwKXsOcijVaVXzRPW,trackdone,endplay,False,True,False,0.0,False,2014,indie
2014-01-02 12:10:01+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",98545,DE,Cinderella Man,Eminem,Recovery,spotify:track:318d3zDZXOxJGU24epWw32,,,False,True,False,0.0,False,2014,"rap, hip hop"
2014-01-02 12:15:18+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",235613,DE,Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),spotify:track:1CmUZGtH29Kx36C1Hleqlz,,trackdone,False,False,False,0.0,False,2014,
2014-01-02 12:19:38+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",259506,DE,The Bad Touch,Bloodhound Gang,Nu Rock,spotify:track:2qONptRzQM0D3BGOgAsapI,trackdone,trackdone,False,False,False,0.0,False,2014,
2014-01-02 12:20:08+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",29767,DE,Foxtrot Uniform Charlie Kilo,Bloodhound Gang,Hefty Fine,spotify:track:0dDsidf8CCHF9WAUhxuXy4,trackdone,fwdbtn,False,True,False,0.0,False,2014,
2014-01-02 12:20:13+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",5619,DE,Uhn Tiss Uhn Tiss Uhn Tiss,Bloodhound Gang,Hefty Fine,spotify:track:20fsMzJXc3jLllP8HNwidN,fwdbtn,,False,True,False,0.0,False,2014,
2014-01-02 12:23:33+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",199786,DE,Along Comes Mary,Bloodhound Gang,Show Us Your Hits,spotify:track:6vH412VH9iJcG3P9W7i168,,trackdone,False,False,False,0.0,False,2014,
2014-01-02 12:27:12+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",219013,DE,Oh Jonny,Jan Delay,Wir Kinder vom Bahnhof Soul,spotify:track:1IivtUqnUfW9jH3pM08D8U,trackdone,trackdone,False,False,False,0.0,False,2014,"german pop, german hip hop"
2014-01-02 12:31:09+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",235613,DE,Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),spotify:track:1CmUZGtH29Kx36C1Hleqlz,trackdone,trackdone,False,False,False,0.0,False,2014,
2014-01-02 12:35:29+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",259506,DE,The Bad Touch,Bloodhound Gang,Nu Rock,spotify:track:2qONptRzQM0D3BGOgAsapI,trackdone,trackdone,False,False,False,0.0,False,2014,
2014-01-02 13:41:06+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),217967,DE,Uhn Tiss Uhn Tiss Uhn Tiss,Bloodhound Gang,Hefty Fine,spotify:track:20fsMzJXc3jLllP8HNwidN,popup,popup,False,True,False,0.0,False,2014,
2014-01-02 13:41:38+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),32759,DE,Joker And The Thief,Wolfmother,Wolfmother,spotify:track:4juq76lIar8YWOLpYMXUAG,popup,popup,False,True,False,0.0,False,2014,stoner rock
2014-01-02 13:41:49+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),11789,DE,Kids,MGMT,Oracular Spectacular,spotify:track:1jJci4qxiYcOHhQR247rEU,popup,popup,False,True,False,0.0,False,2014,indie
2014-01-02 13:43:17+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),87933,DE,Intro,Nazar,Fakker Lifestyle,spotify:track:7iVRkCPOwmtPuaj9oi3q1y,popup,trackdone,False,False,False,0.0,False,2014,choral
2014-01-02 13:43:42+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),25128,DE,Ghostbuster,Nazar,Fakker Lifestyle,spotify:track:7N3RoL3c0MxY6JH99ZUdPZ,trackdone,popup,False,True,False,0.0,False,2014,german hip hop
2014-01-02 13:45:52+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),130634,DE,Össi Ö feat. Chakuza & Raf Camora,Nazar,Paradox,spotify:track:4IVNbdiKH9OdglI99CgzKY,popup,popup,False,True,False,0.0,False,2014,
2014-01-02 13:46:23+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),32664,DE,MAS Techno,Massiv,Meine Zeit,spotify:track:7nDj5OkIDA2HIFl5yIwXiD,popup,popup,False,True,False,0.0,False,2014,german hip hop
2014-01-02 13:46:27+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),4152,DE,Massaka Kokain 2,Massiv feat. Kollegah & Farid Bang,Eine Kugel reicht nicht,spotify:track:6rtIfQsXTnBEYbCxi3ZFwt,popup,popup,False,True,False,0.0,False,2014,german hip hop
2014-01-02 13:46:32+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),6445,DE,Dann mit der Pumpgun,Haftbefehl,Azzlack Stereotyp,spotify:track:6RM6M9G6d86kWngRYVKL6J,popup,popup,False,True,False,0.0,False,2014,german hip hop
2014-01-02 13:46:36+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),4480,DE,Du nennst dich Bruder&apos;,Massiv,Solange mein Herz schlägt,spotify:track:7MERF5b1c1F09adrDzcJ5T,popup,popup,False,True,False,0.0,False,2014,
2014-01-02 13:46:41+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),5839,DE,Erinner dich,Massiv,Solange mein Herz schlägt,spotify:track:5i4V7Frxji15d7P2OwGKZU,popup,popup,False,True,False,0.0,False,2014,german hip hop
2014-01-02 13:47:00+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),19178,DE,Weißt du wie es ist,Massiv,Ein Mann ein Wort,spotify:track:0kNeuKAZJcd5WcGZIqILwh,popup,popup,False,True,False,0.0,False,2014,german hip hop
2014-01-02 13:47:10+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),10094,DE,Wir sind alle gleich,Massiv,Ein Mann ein Wort,spotify:track:3MMfRrsSvOlUH3eDOOXUkX,popup,popup,False,True,False,0.0,False,2014,german hip hop
2014-01-02 13:49:29+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),139719,DE,Nackenklatscher,Beirut feat. Massiv,Nackenklatscher,spotify:track:7zszQDWse3rFRGme6Q679X,popup,popup,False,True,False,0.0,False,2014,
2014-01-02 13:50:26+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),57495,DE,MAS Techno - Deichkind Remix,Massiv,MAS Techno / Hollyhood,spotify:track:6NJPHOJ4dFdraL9hfPElGR,popup,popup,False,True,False,0.0,False,2014,
2014-01-02 13:50:33+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),8008,DE,Össi Ö feat. Chakuza & Raf Camora,Nazar,Paradox,spotify:track:4IVNbdiKH9OdglI99CgzKY,popup,popup,False,True,False,0.0,False,2014,
